date;AOS;ADM;AFL;AEE;APD;BAX;BXP;CINF;CMI;CMS;COO;DHI;DOV;DTE;ED;EIX;EMN;ESS;FDS;FE;FRT;GL;HBAN;HOLX;IEX;INCY;JBHT;LNC;MAA;MHK;NTRS;NUE;POOL;PNW;PPG;RHI;ROK;ROP;SNA;SJM;STT;SWK;TER;VMC;TTWO;ROL;ATO;AVY;BRO;CHD
30.09.2005;0.99%;9.71%;4.79%;-2.91%;-0.76%;-1.43%;-0.64%;2.06%;1.82%;1.88%;11.44%;-1.97%;0.36%;-0.09%;4.46%;4.71%;-2.37%;2.04%;0.54%;2.70%;-1.89%;-0.12%;-6.63%;19.45%;-2.47%;-36.43%;4.91%;4.61%;3.53%;-6.30%;1.13%;4.15%;-4.61%;-2.18%;-5.62%;5.60%;1.81%;1.71%;2.18%;2.01%;0.93%;1.74%;-2.08%;3.44%;-7.47%;-0.75%;-3.79%;-2.25%;4.58%;-3.33%
31.10.2005;13.34%;-1.45%;5.20%;-0.80%;4.15%;-4.38%;1.89%;2.06%;-3.25%;-9.63%;-10.41%;-15.54%;-4.71%;-5.01%;-6.55%;-7.21%;13.07%;0.51%;-0.75%;-9.13%;0.20%;-0.27%;4.21%;-4.24%;-6.22%;5.90%;1.83%;-2.98%;0.03%;-3.01%;6.20%;1.89%;2.71%;-5.53%;1.05%;3.35%;0.20%;-4.32%;-0.55%;-6.10%;13.06%;3.06%;-18.21%;-12.68%;-6.79%;-2.83%;-7.17%;8.64%;9.07%;-5.39%
30.11.2005;12.68%;-3.59%;0.15%;-0.58%;3.06%;1.29%;8.34%;4.30%;3.94%;-6.55%;-20.71%;15.50%;3.46%;0.71%;-0.22%;2.80%;4.56%;1.71%;10.10%;-1.45%;3.53%;2.35%;2.70%;27.91%;10.31%;11.11%;15.04%;3.13%;5.20%;12.41%;-2.01%;11.77%;7.92%;0.29%;0.96%;3.43%;5.86%;4.35%;3.44%;-1.10%;4.14%;-0.16%;7.74%;2.31%;-11.93%;6.68%;0.72%;3.47%;7.31%;-5.53%
31.12.2005;-3.89%;4.68%;-3.40%;-2.65%;-0.29%;-3.38%;-1.76%;0.06%;0.85%;3.47%;-6.71%;0.50%;0.19%;-1.35%;2.69%;-3.67%;-7.08%;0.23%;6.12%;4.98%;-3.72%;2.41%;-1.20%;6.33%;-7.18%;-4.28%;1.09%;1.70%;-0.46%;-1.46%;-1.97%;-0.86%;-4.49%;-0.66%;-4.23%;-1.10%;4.94%;-0.04%;0.88%;-2.72%;-4.22%;-0.24%;-0.73%;1.69%;-3.33%;-3.22%;-0.69%;-6.31%;4.34%;-0.72%
31.01.2006;22.41%;27.39%;0.79%;-0.08%;4.43%;-1.01%;6.19%;2.27%;8.09%;-0.63%;7.77%;4.10%;13.09%;-1.49%;1.12%;0.76%;-6.10%;8.39%;-3.46%;1.92%;10.82%;0.55%;-1.79%;35.36%;11.54%;-5.03%;4.77%;2.48%;4.91%;-2.58%;0.84%;27.13%;6.80%;2.70%;2.41%;-3.94%;11.33%;1.78%;6.49%;-1.49%;9.07%;2.35%;19.21%;5.75%;-10.75%;8.68%;0.11%;8.45%;-6.28%;11.06%
28.02.2006;7.51%;0.36%;-1.83%;-0.52%;3.66%;2.37%;7.85%;-2.93%;10.94%;-3.04%;-5.68%;-8.70%;4.04%;2.27%;-2.77%;0.89%;1.98%;-0.07%;-2.17%;1.62%;3.96%;-2.70%;3.32%;-7.39%;2.66%;15.18%;-0.58%;4.50%;7.30%;1.39%;0.64%;1.82%;8.66%;-2.88%;1.56%;-2.01%;2.84%;11.52%;-3.36%;-9.49%;3.00%;1.90%;-3.96%;9.57%;-2.11%;-10.21%;0.12%;0.10%;8.50%;-6.51%
31.03.2006;13.67%;6.06%;-2.52%;-2.05%;4.35%;2.17%;9.76%;-5.53%;-3.03%;-8.40%;2.60%;-2.98%;1.28%;-7.78%;-4.34%;-7.54%;3.38%;8.74%;13.06%;-3.76%;7.54%;4.07%;-0.04%;15.35%;10.04%;2.01%;-9.33%;-4.21%;0.46%;-7.06%;-0.79%;21.41%;7.77%;-5.12%;4.94%;7.35%;5.47%;7.53%;-1.74%;0.72%;-3.65%;0.67%;-7.99%;9.84%;19.40%;4.44%;0.54%;-2.27%;5.99%;6.73%
30.04.2006;-10.55%;7.63%;4.98%;2.03%;2.14%;-3.22%;-4.99%;1.75%;-0.93%;2.50%;1.10%;-9.99%;2.09%;2.59%;-1.23%;-1.60%;6.76%;0.76%;-0.83%;3.34%;-8.67%;4.91%;0.78%;-14.24%;-2.99%;-31.09%;10.27%;6.03%;-3.56%;-1.13%;12.30%;3.99%;-0.77%;2.20%;5.59%;9.12%;0.40%;-2.77%;8.51%;-1.47%;8.07%;3.37%;8.34%;-2.31%;-8.99%;-0.31%;0.44%;6.51%;-6.29%;-1.04%
31.05.2006;-7.44%;13.96%;-1.99%;-2.18%;-5.79%;-0.43%;-4.53%;7.07%;5.03%;-4.03%;-14.06%;-12.62%;-2.26%;-1.31%;1.84%;-3.33%;3.31%;-2.81%;1.31%;2.94%;-0.21%;-2.29%;-3.04%;-17.59%;-4.97%;-0.43%;2.60%;-3.05%;-4.02%;-8.42%;-5.47%;-3.69%;-7.99%;-0.97%;-4.57%;-3.34%;-6.20%;-1.62%;0.49%;5.17%;-5.36%;-7.51%;-8.08%;-8.56%;-4.89%;-3.15%;0.70%;-5.41%;-2.86%;-1.85%
30.06.2006;5.08%;-0.87%;-1.10%;1.64%;-1.83%;-2.89%;6.39%;2.15%;10.82%;0.38%;-6.86%;-9.73%;1.16%;0.39%;1.72%;-1.01%;-4.62%;4.45%;5.06%;3.92%;1.97%;2.72%;-0.14%;24.59%;-2.78%;9.91%;1.40%;0.06%;10.00%;-4.95%;-1.51%;2.67%;0.87%;0.92%;2.91%;2.14%;5.38%;-0.59%;-3.23%;8.16%;-6.86%;-3.14%;-10.93%;0.01%;-33.98%;-0.39%;4.83%;-2.64%;-4.35%;0.51%
31.07.2006;-7.95%;6.19%;-5.17%;2.88%;0.17%;13.85%;9.08%;0.65%;-4.69%;7.87%;-0.54%;-10.43%;-5.03%;4.79%;5.07%;6.44%;-7.71%;5.30%;-7.59%;2.90%;4.10%;-0.81%;3.96%;-9.42%;-8.34%;-7.79%;-17.82%;0.03%;2.06%;-2.29%;3.30%;-1.25%;-11.17%;7.37%;-7.16%;-23.35%;-14.33%;-3.72%;3.53%;-0.56%;3.35%;-3.76%;-6.07%;-14.54%;-1.69%;7.19%;2.68%;1.26%;7.03%;-0.18%
31.08.2006;-6.46%;-6.85%;1.69%;3.56%;3.27%;5.25%;3.07%;-1.40%;-2.28%;4.08%;12.66%;1.91%;2.72%;-1.79%;-1.85%;5.04%;5.26%;6.74%;0.04%;1.47%;1.68%;2.68%;-2.19%;-4.27%;-3.46%;19.53%;-4.52%;7.40%;6.48%;2.27%;-2.38%;-8.51%;-2.63%;7.63%;2.54%;-4.81%;-9.46%;2.32%;3.60%;8.54%;2.48%;3.68%;6.43%;16.96%;13.81%;0.10%;-0.32%;5.23%;-5.04%;5.06%
30.09.2006;-2.11%;-8.18%;1.43%;-1.83%;-0.29%;2.02%;1.27%;2.63%;3.75%;-1.78%;6.63%;9.56%;-2.46%;-0.96%;0.86%;-4.99%;2.58%;-3.65%;9.88%;-1.73%;-0.10%;1.04%;-0.37%;0.38%;2.11%;-17.63%;5.29%;1.86%;0.95%;4.63%;3.95%;0.86%;0.98%;-2.35%;6.28%;9.66%;3.03%;-3.95%;2.18%;-1.17%;0.56%;5.14%;-6.68%;-0.39%;16.48%;-0.72%;-0.19%;-3.27%;1.82%;1.36%
31.10.2006;-11.24%;1.23%;-2.25%;3.30%;5.09%;0.71%;3.65%;-4.88%;6.09%;2.71%;7.31%;-2.58%;-0.28%;10.40%;4.24%;7.00%;13.31%;10.14%;4.39%;4.94%;8.30%;-2.68%;2.67%;10.23%;8.53%;12.12%;3.78%;1.57%;3.56%;-2.76%;0.50%;19.06%;6.03%;5.72%;1.56%;7.18%;6.30%;6.54%;5.16%;1.78%;2.85%;-4.22%;6.12%;3.72%;-2.30%;2.10%;7.23%;5.19%;-4.66%;3.32%
30.11.2006;1.86%;-9.25%;-2.16%;0.71%;-1.18%;-3.10%;9.15%;-3.42%;-5.98%;8.44%;-6.77%;14.01%;5.47%;3.23%;-0.69%;3.05%;-2.95%;-1.35%;3.47%;1.26%;5.86%;2.29%;-0.83%;3.48%;2.15%;9.66%;0.64%;0.62%;-5.29%;6.09%;-3.42%;2.05%;-0.44%;3.92%;-6.41%;5.16%;4.55%;6.95%;0.58%;-2.30%;-3.63%;6.65%;5.86%;8.47%;23.60%;0.83%;6.22%;6.44%;-1.31%;2.88%
31.12.2006;4.55%;-9.09%;4.19%;-2.19%;1.25%;3.29%;-4.82%;1.93%;-1.55%;2.62%;-17.95%;-0.96%;-2.58%;2.40%;0.49%;-1.49%;-0.52%;-2.51%;6.53%;1.14%;-0.61%;0.45%;-2.70%;-5.90%;-1.53%;11.05%;-5.07%;4.02%;-5.00%;-3.72%;6.15%;-9.07%;-4.55%;2.34%;0.17%;-4.01%;-6.12%;-2.49%;0.47%;0.98%;8.08%;-1.83%;0.00%;1.32%;1.96%;0.80%;-2.07%;0.28%;-2.92%;1.54%
31.01.2007;1.66%;-0.31%;3.06%;-0.43%;6.30%;8.00%;18.68%;-0.98%;13.42%;-0.50%;6.82%;9.26%;0.74%;-3.60%;0.00%;-0.91%;-0.94%;11.98%;2.39%;-2.05%;10.22%;1.49%;-1.42%;16.84%;9.03%;26.79%;20.55%;0.67%;4.59%;9.66%;0.09%;18.92%;-7.00%;-4.19%;2.80%;9.20%;-0.23%;2.90%;0.76%;-2.46%;5.24%;14.09%;-0.84%;12.88%;-2.58%;-1.75%;-2.54%;0.80%;-0.05%;5.80%
28.02.2007;0.85%;6.96%;-1.16%;-2.09%;-0.18%;0.32%;-5.19%;-3.78%;-0.35%;4.17%;-4.13%;-12.65%;-4.03%;-0.53%;0.24%;4.11%;0.49%;-4.16%;4.41%;5.08%;-3.52%;-1.83%;-0.94%;-1.10%;0.16%;-14.11%;5.31%;1.86%;-7.53%;5.81%;-1.12%;-6.07%;-4.48%;-2.17%;-0.44%;-4.38%;0.99%;2.07%;3.46%;3.94%;-8.18%;-3.33%;7.74%;14.16%;2.04%;5.03%;0.32%;-3.20%;-0.98%;5.45%
31.03.2007;-1.54%;6.76%;-0.42%;-4.07%;-1.57%;4.89%;-2.62%;-2.33%;7.37%;1.88%;5.47%;-13.68%;2.09%;3.03%;5.93%;4.10%;6.78%;-7.21%;2.94%;6.31%;-0.29%;2.18%;-6.05%;4.27%;-2.60%;2.38%;-1.28%;-1.07%;1.43%;-6.68%;-0.70%;6.57%;1.56%;1.32%;6.48%;-5.47%;-3.51%;2.88%;-3.83%;7.83%;-1.59%;-0.81%;2.24%;-0.16%;12.72%;-0.05%;-0.02%;-3.70%;-4.14%;4.74%
30.04.2007;-0.75%;5.01%;8.65%;5.37%;3.53%;7.45%;0.29%;7.15%;26.92%;3.60%;4.66%;0.38%;-1.85%;6.40%;-0.05%;6.73%;7.24%;-0.20%;-2.57%;2.88%;-0.30%;3.69%;2.26%;-0.60%;2.68%;16.56%;2.69%;4.52%;-4.55%;9.44%;4.67%;-2.09%;11.99%;-0.36%;4.23%;-10.46%;-0.99%;1.71%;12.87%;4.25%;6.27%;5.42%;5.06%;5.73%;-5.26%;-0.18%;0.97%;-3.05%;-5.25%;0.31%
31.05.2007;3.17%;-9.87%;2.55%;0.54%;1.54%;-0.04%;-2.01%;-0.01%;1.84%;-1.87%;7.50%;4.96%;3.60%;4.12%;-5.17%;10.90%;-2.68%;-1.67%;3.36%;0.74%;-2.13%;2.44%;0.85%;-6.54%;7.75%;-8.45%;7.28%;2.08%;9.65%;12.79%;2.97%;6.02%;1.63%;-3.24%;3.12%;5.12%;13.88%;3.81%;-1.20%;2.96%;-1.28%;8.08%;-2.87%;-3.63%;7.00%;-0.32%;1.70%;4.53%;0.79%;-1.83%
30.06.2007;1.13%;-5.66%;-2.78%;-8.05%;2.65%;-1.28%;-12.11%;-4.85%;7.23%;-5.90%;-3.70%;-14.55%;2.18%;-9.21%;-6.92%;-4.09%;-3.17%;-8.99%;6.89%;-6.23%;-13.22%;-4.84%;0.85%;1.99%;1.83%;-15.77%;0.53%;-2.54%;-11.07%;-1.64%;-1.69%;-13.56%;-4.79%;-14.57%;0.16%;3.77%;2.11%;-2.56%;-6.51%;10.52%;-0.21%;-4.40%;2.89%;-4.33%;-3.41%;-1.47%;-6.69%;1.45%;-3.71%;-3.36%
31.07.2007;21.31%;1.14%;1.00%;-1.31%;7.57%;-6.76%;-7.25%;-9.36%;16.88%;-6.45%;-6.33%;-18.51%;-0.69%;-3.21%;-3.59%;-5.65%;7.33%;-7.15%;-3.85%;-6.55%;-2.44%;-8.55%;-14.95%;-6.75%;-6.45%;-11.73%;-5.14%;-15.38%;-14.41%;-11.10%;-2.79%;-13.90%;-14.29%;-6.35%;-0.19%;-7.28%;0.39%;4.64%;3.20%;-12.73%;-2.08%;-8.81%;-11.15%;-16.83%;-12.12%;4.12%;-7.02%;-7.56%;1.83%;0.84%
31.08.2007;-0.77%;-0.12%;1.86%;5.42%;3.79%;3.69%;5.49%;7.08%;-0.66%;0.57%;-3.15%;-7.83%;-3.56%;2.66%;4.75%;-0.76%;-3.41%;9.07%;-9.60%;0.72%;11.46%;-0.20%;-10.78%;2.19%;6.15%;9.35%;2.92%;1.07%;10.68%;-3.42%;-2.02%;4.96%;-3.28%;7.36%;-4.25%;-6.45%;0.25%;5.21%;-6.82%;-1.85%;-8.88%;2.13%;-5.52%;-6.39%;-9.78%;11.18%;-0.28%;-2.95%;4.33%;-8.84%
30.09.2007;-9.28%;-1.83%;7.10%;3.07%;8.29%;2.46%;3.51%;2.46%;7.92%;3.06%;7.19%;-14.77%;3.25%;1.00%;1.71%;4.88%;-0.36%;-0.51%;14.31%;3.59%;5.07%;0.91%;-1.66%;14.45%;-5.73%;22.11%;-8.91%;8.04%;0.20%;-7.20%;7.51%;12.10%;-23.54%;-1.15%;3.37%;-6.54%;-1.26%;3.17%;1.39%;-2.69%;10.76%;-1.40%;-7.64%;-0.75%;6.56%;0.46%;1.61%;-4.31%;-2.39%;4.55%
31.10.2007;-15.11%;7.84%;9.74%;3.96%;0.17%;6.64%;4.65%;-7.74%;-6.52%;0.57%;-20.20%;-1.26%;-10.04%;3.20%;1.39%;5.09%;0.16%;5.51%;2.55%;9.72%;-0.05%;4.24%;6.81%;11.04%;-2.99%;20.80%;5.08%;-5.78%;3.99%;4.65%;13.64%;5.05%;-5.92%;1.93%;-1.39%;0.45%;-1.23%;7.79%;0.29%;-0.30%;17.10%;2.77%;-10.90%;-4.40%;9.63%;13.47%;-1.27%;1.22%;-4.54%;0.25%
30.11.2007;-5.23%;1.25%;-0.56%;-0.73%;0.88%;-0.57%;-9.50%;0.16%;-2.89%;2.37%;2.11%;-6.01%;0.27%;-1.45%;2.55%;-4.07%;-3.91%;-16.29%;-11.46%;-1.98%;-6.04%;-5.49%;-12.74%;-2.61%;0.77%;-1.26%;-5.50%;-1.03%;-6.43%;-6.08%;7.35%;-4.87%;-9.92%;7.12%;-8.50%;-10.74%;-1.78%;-10.65%;-2.27%;-8.39%;-0.19%;-9.72%;-12.09%;3.51%;-20.57%;-3.40%;-6.97%;-10.34%;-2.68%;18.28%
31.12.2007;-1.23%;27.87%;0.06%;0.40%;-0.68%;-3.31%;-6.99%;-1.37%;8.92%;-0.26%;-11.96%;11.07%;-0.24%;-10.65%;1.81%;-4.93%;-5.13%;-6.29%;-11.23%;6.01%;-1.52%;-2.13%;-6.20%;3.12%;0.93%;16.86%;4.89%;-5.71%;-11.74%;-7.78%;-5.72%;-0.25%;-6.71%;-1.32%;2.77%;0.42%;1.73%;-1.70%;-0.96%;5.03%;1.37%;-7.31%;-5.32%;-10.70%;22.89%;-2.21%;8.10%;1.71%;-4.47%;-3.77%
31.01.2008;-0.38%;-5.49%;-2.67%;-16.69%;-8.95%;4.50%;6.67%;-1.85%;-24.29%;-10.05%;3.49%;30.85%;-12.79%;-2.17%;-11.02%;-2.23%;8.69%;7.05%;0.40%;-1.76%;-9.65%;0.53%;-7.51%;-6.45%;-13.77%;18.99%;12.68%;-7.13%;6.95%;7.21%;-4.08%;-1.57%;24.05%;-9.90%;-7.13%;2.53%;-17.70%;-10.80%;1.61%;-9.27%;1.21%;6.38%;6.08%;-1.27%;-11.10%;-8.07%;2.29%;-2.05%;-4.42%;-1.78%
29.02.2008;4.54%;2.42%;2.03%;-4.69%;1.72%;-2.67%;-6.17%;-3.68%;4.07%;-8.30%;-13.31%;-18.84%;2.90%;-6.75%;-6.28%;-5.13%;-0.52%;1.25%;-6.20%;-5.23%;-3.07%;-1.10%;-9.27%;-6.42%;-3.20%;-17.41%;-12.12%;-5.11%;7.29%;-10.78%;-7.94%;11.51%;-22.82%;-6.06%;-5.32%;-3.12%;-3.98%;0.87%;1.50%;9.30%;-4.48%;-5.62%;8.97%;-10.55%;61.06%;-0.36%;-9.66%;-0.96%;-20.92%;0.32%
31.03.2008;-9.94%;-8.64%;4.30%;2.97%;0.56%;-2.20%;6.68%;2.17%;-7.01%;-5.53%;0.53%;13.22%;0.95%;-2.48%;-1.75%;-0.94%;-5.28%;8.34%;2.39%;2.12%;8.58%;-0.42%;-12.20%;-7.98%;1.59%;5.88%;15.05%;1.57%;2.61%;0.11%;-1.89%;4.74%;-1.01%;-1.49%;-1.76%;-4.26%;5.30%;5.22%;2.30%;-0.69%;0.40%;-2.07%;3.42%;-4.77%;-3.87%;0.41%;-0.93%;-4.20%;-2.40%;1.44%
30.04.2008;-6.05%;6.87%;2.47%;4.37%;7.32%;8.01%;9.76%;-4.81%;33.63%;7.50%;1.48%;-1.83%;18.23%;4.89%;4.61%;6.91%;18.31%;5.18%;11.25%;10.05%;6.10%;7.52%;-10.88%;4.82%;19.37%;3.06%;7.90%;3.20%;5.16%;6.22%;11.77%;12.08%;16.08%;-3.43%;1.24%;-8.11%;-5.74%;4.33%;16.46%;-1.62%;-8.60%;1.77%;6.82%;3.46%;2.64%;-10.13%;8.37%;-1.54%;10.29%;4.58%
31.05.2008;17.34%;-10.08%;0.51%;0.02%;3.37%;-2.14%;-2.92%;-2.63%;12.22%;6.75%;15.39%;-18.13%;9.14%;9.57%;-0.90%;1.85%;4.05%;0.21%;7.62%;3.88%;-2.04%;-2.02%;-5.29%;-17.86%;6.06%;-10.69%;2.38%;3.20%;7.74%;-1.64%;2.37%;-1.11%;-5.77%;0.85%;2.52%;3.53%;7.79%;4.64%;4.22%;5.65%;-0.35%;0.52%;3.21%;11.60%;2.98%;-0.31%;-1.23%;6.85%;1.23%;0.01%
30.06.2008;-9.35%;-14.90%;-6.29%;-7.25%;-3.17%;4.48%;-7.86%;-27.64%;-6.96%;-4.02%;-8.33%;-14.39%;-10.39%;-4.24%;-4.18%;-3.65%;-10.29%;-11.03%;-12.81%;5.16%;-14.58%;-7.68%;-35.41%;-9.45%;-5.32%;-21.80%;-4.37%;-18.01%;-8.99%;-14.79%;-9.95%;-0.34%;-13.49%;-9.08%;-8.39%;-2.22%;-25.08%;1.12%;-15.76%;-22.70%;-11.32%;-7.89%;-19.60%;-21.97%;-5.71%;-6.66%;1.67%;-15.00%;-10.53%;-1.04%
31.07.2008;20.78%;-15.32%;-11.60%;-1.41%;-3.41%;7.53%;7.24%;10.91%;1.10%;-9.55%;-9.37%;2.34%;2.45%;-2.41%;1.41%;-5.52%;-12.55%;14.85%;2.17%;-10.81%;5.95%;-1.17%;23.70%;-15.43%;2.54%;21.53%;10.97%;5.10%;12.45%;-8.15%;14.28%;-23.00%;24.17%;8.95%;5.55%;5.36%;1.63%;-7.28%;8.08%;19.78%;12.21%;-0.29%;-15.51%;7.23%;-10.98%;15.10%;-4.14%;0.83%;0.89%;-2.78%
31.08.2008;4.11%;-11.20%;1.83%;1.74%;-3.66%;-1.37%;6.40%;6.34%;-1.91%;0.39%;9.16%;11.92%;-0.63%;2.75%;2.89%;-5.14%;0.47%;-3.43%;8.61%;-1.37%;4.37%;3.02%;4.14%;14.76%;-1.79%;10.35%;-1.30%;7.27%;-11.84%;16.96%;2.71%;-8.38%;9.74%;6.44%;3.53%;1.10%;5.94%;-3.45%;1.17%;11.13%;-5.67%;7.67%;-0.56%;16.46%;9.83%;3.91%;3.91%;9.48%;15.52%;13.78%
30.09.2008;-4.96%;-13.65%;3.92%;-6.91%;-25.58%;-3.29%;-8.75%;-4.20%;-32.88%;-7.64%;-5.77%;5.06%;-17.60%;-4.99%;6.39%;-13.26%;-8.87%;0.69%;-16.59%;-7.19%;12.66%;-0.05%;9.00%;-9.06%;-16.47%;-25.37%;-8.60%;-15.81%;-2.18%;-2.55%;-10.34%;-24.91%;-3.45%;-2.37%;-6.59%;-3.06%;-20.55%;-3.74%;-7.32%;-6.09%;-16.10%;-13.10%;-16.44%;0.05%;-34.73%;7.06%;-2.34%;-7.17%;6.68%;-0.66%
31.10.2008;-19.57%;-5.47%;-24.71%;-15.60%;-14.68%;-7.61%;-23.84%;-7.47%;-40.27%;-17.88%;-52.67%;-43.40%;-21.73%;-11.01%;0.76%;-10.20%;-26.15%;-17.13%;-25.84%;-22.22%;-27.95%;-30.23%;20.08%;-36.76%;-25.35%;-45.83%;-14.88%;-59.81%;-28.37%;-28.29%;-21.82%;3.65%;-25.46%;-8.10%;-15.07%;-23.84%;-25.98%;-20.46%;-29.91%;-3.52%;-23.56%;-21.12%;-34.78%;-27.22%;-27.76%;-7.51%;-8.91%;-21.35%;-5.17%;-4.91%
30.11.2008;4.43%;32.05%;4.53%;9.62%;-17.87%;-12.58%;-24.69%;12.47%;-2.21%;-0.91%;-18.72%;-6.94%;-6.14%;5.32%;-6.79%;-6.18%;-18.57%;-11.16%;3.09%;12.28%;-5.63%;-13.28%;-15.37%;14.84%;-0.29%;-19.55%;-5.02%;-19.31%;6.79%;-36.49%;-18.53%;-11.95%;-1.06%;-2.30%;-11.45%;10.67%;12.55%;1.07%;-2.47%;1.79%;-2.89%;-2.93%;-25.72%;10.47%;2.42%;-1.45%;2.69%;-11.22%;-3.05%;0.56%
31.12.2008;-9.84%;5.83%;-0.42%;-6.52%;5.26%;1.30%;3.00%;-0.58%;5.37%;0.37%;22.39%;2.91%;11.37%;-4.09%;-2.26%;-3.83%;-3.62%;-11.24%;11.14%;-16.26%;7.33%;23.65%;-4.25%;-7.04%;5.00%;13.47%;-2.35%;37.22%;0.35%;39.79%;13.62%;29.48%;5.26%;5.69%;-2.32%;0.33%;4.67%;-5.16%;10.28%;-3.64%;-6.60%;7.27%;11.35%;17.42%;-37.78%;4.80%;-3.58%;5.24%;5.41%;-5.44%
31.01.2009;-6.91%;-5.03%;-49.37%;1.89%;0.99%;9.98%;-20.27%;-23.62%;-10.29%;16.22%;15.67%;-15.26%;-14.09%;-1.80%;4.68%;2.42%;-16.96%;-12.69%;-10.04%;2.90%;-17.51%;-32.66%;-61.76%;-9.79%;-6.38%;-22.69%;-15.23%;-19.69%;-20.51%;-25.27%;10.93%;-11.02%;-11.80%;4.17%;-11.43%;-18.59%;-19.23%;-5.23%;-23.36%;4.13%;-40.43%;-7.35%;13.98%;-28.92%;-7.14%;-13.72%;3.59%;-24.98%;-8.47%;-5.15%
28.02.2009;-6.51%;-2.64%;-27.80%;-28.49%;-8.06%;-13.21%;-14.35%;-6.35%;-13.27%;-5.88%;16.09%;41.77%;-11.82%;-22.42%;-11.15%;-16.44%;-20.86%;-17.65%;-3.18%;-14.87%;-18.77%;-31.34%;-49.32%;-4.00%;-14.12%;-21.17%;-8.50%;-42.75%;-10.66%;-29.66%;-3.43%;-17.51%;-16.29%;-20.34%;-17.36%;-9.33%;-22.82%;0.68%;-21.85%;-17.80%;8.58%;-14.41%;-14.15%;-16.29%;-11.83%;1.27%;-11.09%;-16.85%;-11.82%;-8.11%
31.03.2009;-1.39%;4.69%;16.98%;-2.50%;21.60%;0.59%;-5.57%;11.32%;23.31%;8.18%;20.22%;15.31%;6.77%;3.45%;11.00%;5.82%;30.46%;5.38%;30.27%;-8.35%;11.82%;27.31%;13.68%;15.62%;13.18%;1.28%;18.79%;-22.14%;19.24%;32.21%;7.67%;13.41%;0.96%;1.12%;20.64%;16.83%;9.95%;2.64%;7.58%;1.15%;21.78%;8.80%;6.03%;8.20%;34.87%;8.97%;7.41%;10.85%;12.51%;6.92%
